run_id,machine_id,product_code,start_time,end_time,duration_hours,units_produced,units_defective,defect_rate,cycle_time_seconds,operator_id,efficiency_pct,scrap_cost
PR00406,M007,PART-0021,2024-06-24 22:00:00,2024-06-25 01:04:14,3.07,431,20,4.73,26.1,OP020,94.1,147.96
PR00407,M006,PART-0021,2024-10-20 14:00:00,2024-10-21 01:29:56,11.5,1789,43,2.45,22.6,OP005,83.2,253.91
PR00408,M004,PART-0040,2024-10-29 22:00:00,2024-10-30 06:35:11,8.59,478,21,4.43,53.7,OP003,84.4,340.44
PR00409,M004,PART-0037,2024-07-18 22:00:00,2024-07-19 02:32:21,4.54,203,1,0.84,66.7,OP013,88.5,9.53
PR00410,M003,PART-0012,2024-08-27 01:00:00,2024-08-27 10:23:19,9.39,936,27,2.9,36.0,OP007,79.0,441.71
PR00411,M007,PART-0022,2024-08-07 08:00:00,2024-08-07 10:19:04,2.32,151,5,3.61,45.0,OP008,97.8,82.44
PR00412,M001,PART-0035,2024-07-09 09:00:00,2024-07-09 14:35:31,5.59,1133,9,0.84,18.2,OP013,93.3,73.49
PR00413,M001,PART-0045,2024-01-17 21:00:00,2024-01-18 01:05:26,4.09,833,17,2.11,18.6,OP006,88.0,147.11
PR00414,M008,PART-0035,2024-05-22 21:00:00,2024-05-23 06:37:07,9.62,559,10,1.86,58.1,OP006,90.6,65.31
PR00415,M007,PART-0050,2024-08-04 01:00:00,2024-08-04 03:19:35,2.33,112,1,1.62,66.7,OP018,82.6,23.56
PR00416,M006,PART-0047,2024-01-13 06:00:00,2024-01-13 12:10:36,6.18,989,39,3.98,21.4,OP012,90.9,700.62
PR00417,M004,PART-0017,2024-04-09 02:00:00,2024-04-09 08:01:55,6.03,585,19,3.25,38.7,OP007,80.9,135.23
PR00418,M008,PART-0047,2024-06-12 12:00:00,2024-06-12 19:18:59,7.32,1291,10,0.82,20.3,OP004,87.8,55.83
PR00419,M008,PART-0003,2024-07-08 03:00:00,2024-07-08 09:11:30,6.19,455,16,3.7,46.8,OP008,86.6,314.08
PR00420,M001,PART-0016,2024-02-14 01:00:00,2024-02-14 11:51:42,10.86,1833,61,3.36,22.9,OP003,77.1,689.09
PR00421,M002,PART-0023,2024-07-15 20:00:00,2024-07-16 02:17:04,6.28,639,28,4.52,33.0,OP005,75.2,668.18
PR00422,M005,PART-0040,2024-04-17 03:00:00,2024-04-17 12:40:52,9.68,466,20,4.3,65.5,OP009,82.1,329.22
PR00423,M008,PART-0017,2024-11-18 09:00:00,2024-11-18 11:03:49,2.06,403,7,1.96,18.6,OP009,79.9,155.01
PR00424,M008,PART-0042,2024-10-17 21:00:00,2024-10-18 00:19:26,3.32,684,11,1.7,18.1,OP003,97.9,97.05
PR00425,M006,PART-0047,2024-08-12 17:00:00,2024-08-12 20:12:13,3.2,333,10,3.3,29.5,OP005,82.1,159.29
PR00426,M006,PART-0042,2024-10-07 01:00:00,2024-10-07 04:42:33,3.71,557,22,4.09,22.4,OP014,84.0,154.11
PR00427,M001,PART-0011,2024-01-25 13:00:00,2024-01-25 16:35:46,3.6,296,4,1.55,37.1,OP013,82.0,41.16
PR00428,M006,PART-0016,2024-03-04 01:00:00,2024-03-04 12:15:52,11.26,1105,16,1.46,39.6,OP017,75.2,354.55
PR00429,M003,PART-0042,2024-12-11 15:00:00,2024-12-11 17:06:46,2.11,296,4,1.62,22.9,OP012,83.4,65.3
PR00430,M006,PART-0040,2024-05-09 14:00:00,2024-05-09 18:42:53,4.71,221,6,2.81,64.3,OP012,84.4,49.6
PR00431,M007,PART-0028,2024-09-09 16:00:00,2024-09-09 20:15:38,4.26,262,2,0.93,63.2,OP015,95.0,13.34
PR00432,M008,PART-0015,2024-09-26 09:00:00,2024-09-26 17:37:40,8.63,1534,57,3.77,20.8,OP004,91.0,915.15
PR00433,M005,PART-0025,2024-04-15 20:00:00,2024-04-16 06:03:15,10.05,820,24,2.96,47.4,OP006,83.0,315.7
PR00434,M008,PART-0034,2024-09-28 17:00:00,2024-09-28 19:34:00,2.57,373,7,2.02,24.2,OP013,80.7,171.64
PR00435,M004,PART-0006,2024-01-22 19:00:00,2024-01-23 05:57:24,10.96,1161,27,2.35,29.5,OP020,90.5,581.07
PR00436,M001,PART-0037,2024-10-14 03:00:00,2024-10-14 06:03:21,3.06,139,5,3.82,66.7,OP004,81.2,33.12
PR00437,M002,PART-0035,2024-05-16 09:00:00,2024-05-16 16:02:46,7.05,901,36,4.07,30.8,OP019,97.7,732.96
PR00438,M003,PART-0039,2024-05-17 01:00:00,2024-05-17 09:11:15,8.19,513,17,3.4,54.5,OP011,81.4,128.92
PR00439,M005,PART-0011,2024-01-04 06:00:00,2024-01-04 08:09:43,2.16,187,4,2.62,36.4,OP001,90.0,82.47
PR00440,M007,PART-0003,2024-04-15 03:00:00,2024-04-15 06:01:42,3.03,223,10,4.84,40.4,OP012,78.5,227.92
PR00441,M006,PART-0032,2024-10-31 15:00:00,2024-10-31 17:03:14,2.05,148,1,1.15,45.6,OP010,90.9,9.67
PR00442,M005,PART-0027,2024-12-26 21:00:00,2024-12-27 01:11:13,4.19,248,9,3.66,50.7,OP009,97.9,78.02
PR00443,M001,PART-0034,2024-11-17 11:00:00,2024-11-17 16:19:10,5.32,537,17,3.3,28.8,OP016,75.6,299.67
PR00444,M001,PART-0029,2024-05-03 03:00:00,2024-05-03 06:44:47,3.75,670,32,4.84,20.1,OP015,95.5,529.2
PR00445,M005,PART-0034,2024-12-24 20:00:00,2024-12-24 22:41:38,2.69,359,3,1.07,28.3,OP012,78.5,66.1
PR00446,M005,PART-0045,2024-01-22 13:00:00,2024-01-22 22:50:51,9.85,1440,27,1.89,24.2,OP004,89.1,448.85
PR00447,M007,PART-0031,2024-12-30 15:00:00,2024-12-30 19:10:44,4.18,819,25,3.17,18.2,OP014,91.8,286.77
PR00448,M005,PART-0041,2024-03-27 13:00:00,2024-03-27 16:16:25,3.27,261,2,0.92,37.9,OP015,86.5,22.73
PR00449,M003,PART-0035,2024-12-08 07:00:00,2024-12-08 11:52:57,4.88,667,3,0.56,28.1,OP017,87.8,23.89
PR00450,M006,PART-0025,2024-10-14 07:00:00,2024-10-14 17:56:38,10.94,983,29,2.99,42.9,OP002,89.0,370.46
PR00451,M001,PART-0024,2024-03-12 22:00:00,2024-03-13 04:48:01,6.8,762,32,4.23,26.5,OP011,87.2,719.12
PR00452,M003,PART-0017,2024-01-20 13:00:00,2024-01-20 19:38:17,6.64,1049,19,1.88,20.5,OP002,90.5,354.23
PR00453,M005,PART-0009,2024-04-21 18:00:00,2024-04-21 23:38:48,5.65,893,32,3.65,22.9,OP007,95.1,479.97
PR00454,M006,PART-0045,2024-06-21 10:00:00,2024-06-21 13:51:59,3.87,465,12,2.71,26.7,OP011,79.5,90.13
PR00455,M002,PART-0019,2024-12-11 15:00:00,2024-12-11 19:49:21,4.82,391,15,3.97,39.1,OP016,77.4,250.68
PR00456,M007,PART-0006,2024-09-23 09:00:00,2024-09-23 19:12:02,10.2,849,14,1.72,41.4,OP014,88.8,252.83
PR00457,M004,PART-0011,2024-03-05 02:00:00,2024-03-05 12:05:57,10.1,1039,22,2.14,35.6,OP007,85.7,193.57
PR00458,M002,PART-0024,2024-12-23 13:00:00,2024-12-23 18:22:22,5.37,576,3,0.59,36.0,OP016,76.3,60.99
PR00459,M006,PART-0011,2024-02-23 19:00:00,2024-02-24 03:45:23,8.76,1171,41,3.54,29.0,OP009,80.8,303.77
PR00460,M004,PART-0014,2024-08-22 14:00:00,2024-08-22 19:27:22,5.46,528,4,0.85,35.0,OP014,76.4,59.94
PR00461,M003,PART-0025,2024-07-26 13:00:00,2024-07-26 18:32:50,5.55,836,21,2.53,25.4,OP019,75.0,362.87
PR00462,M005,PART-0022,2024-03-04 21:00:00,2024-03-05 05:28:56,8.48,1000,47,4.73,31.9,OP017,97.0,377.35
PR00463,M002,PART-0004,2024-11-01 05:00:00,2024-11-01 15:40:54,10.68,453,16,3.54,72.0,OP017,89.3,303.42
PR00464,M004,PART-0036,2024-01-01 06:00:00,2024-01-01 13:57:08,7.95,557,9,1.64,42.9,OP018,87.2,167.11
PR00465,M008,PART-0031,2024-11-29 17:00:00,2024-11-29 20:43:15,3.72,233,10,4.41,55.4,OP004,89.1,154.73
PR00466,M006,PART-0030,2024-02-08 08:00:00,2024-02-08 18:17:03,10.28,688,22,3.34,50.7,OP004,93.0,231.91
PR00467,M007,PART-0006,2024-09-09 00:00:00,2024-09-09 05:13:51,5.23,793,10,1.3,25.9,OP012,75.9,131.08
PR00468,M005,PART-0030,2024-04-04 04:00:00,2024-04-04 06:06:17,2.1,145,5,4.04,43.9,OP007,97.6,33.61
PR00469,M007,PART-0044,2024-01-29 00:00:00,2024-01-29 07:40:08,7.67,1186,40,3.4,21.7,OP018,88.8,921.92
PR00470,M004,PART-0018,2024-07-04 00:00:00,2024-07-04 10:21:13,10.35,1559,65,4.22,25.0,OP004,83.1,1364.72
PR00471,M006,PART-0014,2024-06-20 05:00:00,2024-06-20 11:39:40,6.66,824,39,4.81,26.9,OP007,88.9,366.98
PR00472,M007,PART-0039,2024-09-21 12:00:00,2024-09-21 22:11:45,10.2,821,35,4.27,39.6,OP015,89.4,183.64
PR00473,M003,PART-0013,2024-12-04 09:00:00,2024-12-04 13:01:22,4.02,275,6,2.29,42.9,OP019,95.3,62.47
PR00474,M002,PART-0016,2024-12-05 14:00:00,2024-12-05 21:03:25,7.06,763,22,2.99,26.9,OP013,97.9,198.81
PR00475,M006,PART-0022,2024-11-28 20:00:00,2024-11-28 22:29:13,2.49,164,6,4.2,56.2,OP017,89.8,35.47
PR00476,M003,PART-0017,2024-07-26 13:00:00,2024-07-26 19:32:34,6.54,872,11,1.26,22.2,OP014,86.9,109.09
PR00477,M001,PART-0014,2024-10-05 10:00:00,2024-10-05 18:54:26,8.91,555,12,2.22,48.6,OP018,90.5,100.77
PR00478,M004,PART-0003,2024-06-27 14:00:00,2024-06-27 20:08:12,6.14,612,5,0.94,30.8,OP008,87.6,121.32
PR00479,M007,PART-0018,2024-04-03 12:00:00,2024-04-03 16:22:09,4.37,263,8,3.28,48.6,OP002,88.5,57.98
PR00480,M007,PART-0019,2024-11-14 11:00:00,2024-11-14 13:43:38,2.73,439,14,3.41,22.1,OP003,82.5,262.44
PR00481,M006,PART-0019,2024-02-14 11:00:00,2024-02-14 17:53:55,6.9,704,22,3.26,36.0,OP018,93.6,229.97
PR00482,M004,PART-0037,2024-07-05 00:00:00,2024-07-05 10:19:34,10.33,1457,19,1.32,20.9,OP003,78.2,253.01
PR00483,M008,PART-0035,2024-10-20 12:00:00,2024-10-20 20:11:09,8.19,689,23,3.35,35.0,OP013,78.1,188.02
PR00484,M007,PART-0023,2024-08-01 20:00:00,2024-08-02 02:20:25,6.34,932,13,1.44,26.9,OP019,90.4,190.79
PR00485,M007,PART-0039,2024-12-17 12:00:00,2024-12-17 19:56:16,7.94,942,32,3.45,26.5,OP013,80.2,204.26
PR00486,M007,PART-0027,2024-06-16 18:00:00,2024-06-16 23:32:53,5.55,446,16,3.65,36.4,OP009,92.1,211.97
PR00487,M005,PART-0028,2024-03-30 07:00:00,2024-03-30 15:06:03,8.1,951,18,1.93,28.6,OP017,91.0,155.79
PR00488,M002,PART-0002,2024-10-23 05:00:00,2024-10-23 16:04:48,11.08,797,15,1.93,41.4,OP008,78.0,247.16
PR00489,M001,PART-0001,2024-05-31 18:00:00,2024-06-01 02:15:24,8.26,1256,35,2.85,21.8,OP004,81.3,521.16
PR00490,M006,PART-0009,2024-12-10 15:00:00,2024-12-10 22:58:10,7.97,1628,52,3.25,18.4,OP001,82.5,431.21
PR00491,M008,PART-0021,2024-08-23 07:00:00,2024-08-23 11:28:06,4.47,345,10,3.17,43.4,OP006,89.2,66.31
PR00492,M007,PART-0009,2024-10-13 09:00:00,2024-10-13 18:43:36,9.73,576,13,2.3,53.7,OP015,83.9,289.5
PR00493,M005,PART-0005,2024-05-16 03:00:00,2024-05-16 07:39:35,4.66,757,33,4.49,18.8,OP020,93.6,749.7
PR00494,M005,PART-0003,2024-01-13 03:00:00,2024-01-13 14:58:10,11.97,1269,13,1.1,29.3,OP016,82.4,79.85
PR00495,M006,PART-0012,2024-04-26 10:00:00,2024-04-26 14:12:23,4.21,404,11,2.75,39.6,OP005,80.5,221.77
PR00496,M004,PART-0039,2024-07-17 01:00:00,2024-07-17 09:48:17,8.8,828,40,4.89,33.0,OP014,83.6,909.03
PR00497,M007,PART-0028,2024-03-29 17:00:00,2024-03-29 22:17:08,5.29,1030,24,2.43,20.1,OP010,91.7,296.14
PR00498,M003,PART-0019,2024-03-22 10:00:00,2024-03-22 18:27:07,8.45,867,20,2.32,30.5,OP015,96.2,424.83
PR00499,M001,PART-0038,2024-11-19 14:00:00,2024-11-19 23:30:46,9.51,842,11,1.32,42.9,OP004,83.7,129.63
PR00500,M001,PART-0019,2024-05-23 14:00:00,2024-05-23 18:40:26,4.67,466,14,3.2,29.8,OP010,87.6,329.34
